hospital_name,federal_entity,last_reported_day,is_latest_report,is_today_report,hospital_code,report_day,last_report_ts,ira_death_count,max_report_day,icu_beds_count,icu_beds_added_since_last_report,er_beds_count,er_beds_added_since_last_report,respiratory_units_count,adhoc_ira_capacity_added,adhoc_ira_capacity_respiratory_units_available,masks_available,gloves_available,soap_available,hand_sanitizer_available,ira_cases_in_uci_count,other_cases_in_uci_count,ira_cases_in_er_count,other_cases_in_er_count,ira_cases_in_respiratory_count,power_availability,wash_availability,covid_cases_suspected,covid_cases_confirmed_rapid_test,covid_cases_confirmed_test,covid_cases_confirmed_rapid_test_hospitalized_count,covid_cases_confirmed_test_hospitalized_count
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/19/20,2020-03-20T13:48:28,0,5/26/20,5,No,60,No,3,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,0,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/20/20,2020-03-20T13:50:17,0,5/26/20,5,No,60,No,5,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,0,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/21/20,2020-03-23T16:12:33,0,5/26/20,5,No,55,No,3,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,0,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/22/20,2020-03-23T16:14:43,0,5/26/20,5,No,55,No,3,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,0,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/23/20,2020-03-23T16:16:41,0,5/26/20,5,No,55,No,3,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,0,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/24/20,2020-03-31T12:35:10,0,5/26/20,7,No,60,No,4,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,0,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/25/20,2020-03-31T12:37:10,0,5/26/20,4,No,60,No,4,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/26/20,2020-03-31T12:38:43,0,5/26/20,7,Si,60,No,4,No,No,No hay,No hay,No hay,No hay,0,1,0,5,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/27/20,2020-03-31T12:52:15,0,5/26/20,7,No,60,No,4,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/28/20,2020-03-31T12:40:09,0,5/26/20,7,No,60,No,4,No,No,No hay,No hay,No hay,No hay,0,4,0,16,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/29/20,2020-03-31T12:42:44,0,5/26/20,7,No,60,No,4,No,No,Sí hay,Sí hay,No hay,No hay,0,4,0,18,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/30/20,2020-03-31T12:44:05,0,5/26/20,7,No,60,No,4,No,No,Sí hay,Sí hay,No hay,Sí hay,0,4,0,18,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,3/31/20,2020-03-31T12:45:23,0,5/26/20,7,No,60,No,4,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,20,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/1/20,2020-04-02T07:04:44,0,5/26/20,7,No,60,No,4,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,15,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/2/20,2020-04-03T15:15:42,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,25,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/3/20,2020-04-03T15:17:10,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,26,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/4/20,2020-04-10T15:17:05,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,22,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/5/20,2020-04-10T15:19:05,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,19,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/6/20,2020-04-10T15:21:21,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,23,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/7/20,2020-04-10T15:23:06,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,25,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/8/20,2020-04-10T15:24:50,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,27,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/9/20,2020-04-10T15:27:11,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,22,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/10/20,2020-04-10T15:28:39,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,28,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/11/20,2020-04-15T04:06:11,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,30,0,Sí hay,Hay de manera intermitente,Sí,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/12/20,,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,30,0,Sí hay,Hay de manera intermitente,Sí,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/13/20,2020-04-15T04:08:24,0,5/26/20,7,Si,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,33,0,Sí hay,Hay de manera intermitente,Sí,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/14/20,2020-04-15T04:10:16,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,1,0,38,0,Sí hay,Hay de manera intermitente,Sí,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/15/20,2020-04-16T11:57:02,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,0,0,35,0,Sí hay,Hay de manera intermitente,Sí,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/16/20,2020-04-16T12:00:33,0,5/26/20,7,No,60,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,33,0,Sí hay,Hay de manera intermitente,Sí,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/17/20,2020-04-27T10:18:51,0,5/26/20,6,No,60,No,6,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,40,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/18/20,2020-04-27T10:21:42,0,5/26/20,6,No,60,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/19/20,2020-04-27T14:01:07,0,5/26/20,6,No,60,No,6,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,5,0,46,0,Sí hay,No hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/20/20,2020-04-28T05:16:31,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,40,0,Sí hay,No hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/21/20,2020-04-28T05:18:35,0,5/26/20,6,No,70,No,6,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,6,0,48,0,Sí hay,No hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/22/20,2020-04-28T05:20:33,0,5/26/20,6,No,70,No,6,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,6,0,51,0,Sí hay,No hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/23/20,2020-04-28T05:22:20,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,55,0,Sí hay,No hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/24/20,2020-04-28T05:29:58,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Hay de manera intermitente,No hay,No hay,0,6,0,51,0,Sí hay,No hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/25/20,2020-04-28T05:31:54,0,5/26/20,0,No,70,No,6,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,6,0,58,0,Sí hay,No hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/26/20,2020-04-28T05:33:35,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,52,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/27/20,2020-04-28T05:35:21,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/28/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/29/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,4/30/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/1/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/2/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/3/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/4/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/5/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/6/20,,0,5/26/20,6,No,70,No,6,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/7/20,2020-05-13T14:32:26,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,36,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/8/20,2020-05-13T14:39:49,0,5/26/20,7,No,70,No,4,No,Sí,No hay,Sí hay,No hay,No hay,0,6,0,36,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/9/20,2020-05-13T14:52:11,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,40,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/10/20,2020-05-13T15:01:34,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,45,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/11/20,2020-05-13T15:13:42,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,50,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/12/20,2020-05-13T17:04:14,1,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,7,0,48,0,Sí hay,Sí hay,Sí,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/13/20,2020-05-13T17:12:19,1,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,42,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,TRUE,FALSE,BOL000,5/14/20,2020-05-14T18:37:27,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/15/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/16/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/17/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/18/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/19/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/20/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/21/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/22/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/23/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/24/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/25/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Ruiz y Páez,Bolívar,5/14/20,FALSE,FALSE,BOL000,5/26/20,,0,5/26/20,7,No,70,No,4,Sí,Sí,No hay,Sí hay,No hay,No hay,0,6,0,43,0,Sí hay,Sí hay,No,No,No,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/14/20,2020-03-14T17:56:41,0,5/26/20,1,No,32,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/15/20,2020-03-15T17:19:18,0,5/26/20,1,No,50,No,0,No,No,No hay,No hay,No hay,No hay,1,1,1,1,1,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/16/20,2020-03-16T12:23:38,0,5/26/20,1,No,47,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,1,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/17/20,2020-03-17T17:20:47,0,5/26/20,1,No,36,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/18/20,2020-03-18T12:16:39,0,5/26/20,1,No,10,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,39,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/19/20,2020-03-19T17:24:40,0,5/26/20,1,No,45,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,45,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/20/20,,0,5/26/20,1,No,45,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,45,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/21/20,2020-03-21T14:28:18,0,5/26/20,1,No,44,No,0,Sí,No,No hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,0,0,44,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/22/20,2020-03-22T15:00:03,0,5/26/20,1,No,44,No,0,Sí,No,No hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,0,0,44,0,Sí hay,Sí hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/23/20,2020-03-23T13:09:25,0,5/26/20,1,No,52,No,0,Sí,No,No hay,Hay de manera intermitente,No hay,No hay,0,0,0,52,0,Sí hay,Sí hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/24/20,2020-03-24T17:25:37,0,5/26/20,1,No,23,No,0,Sí,No,Sí hay,Sí hay,No hay,No hay,0,0,0,23,0,Sí hay,Sí hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/25/20,2020-03-25T15:05:30,0,5/26/20,1,No,14,Sí,0,Sí,Sí,Hay de manera intermitente,Sí hay,Hay de manera intermitente,No hay,0,0,1,14,0,Sí hay,Sí hay,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/26/20,2020-03-26T14:21:33,0,5/26/20,1,No,14,No,0,Sí,No,Hay de manera intermitente,Sí hay,Hay de manera intermitente,No hay,0,0,0,1,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/27/20,2020-03-27T16:14:34,0,5/26/20,1,No,14,No,0,Sí,No,Hay de manera intermitente,Sí hay,Sí hay,No hay,0,0,1,14,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/28/20,2020-03-28T17:39:12,0,5/26/20,1,No,27,Sí,0,Sí,No,Hay de manera intermitente,Sí hay,Hay de manera intermitente,No hay,0,0,0,27,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/29/20,2020-03-29T13:37:02,0,5/26/20,1,No,32,Sí,0,Sí,No,Hay de manera intermitente,Hay de manera intermitente,Sí hay,No hay,0,0,0,32,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/30/20,2020-03-30T18:55:01,0,5/26/20,0,No,14,No,0,Sí,No,No hay,Hay de manera intermitente,No hay,No hay,0,0,0,14,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,3/31/20,2020-03-31T17:46:50,0,5/26/20,0,No,16,Sí,0,No,No,No hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,0,0,16,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/1/20,2020-04-01T16:39:26,0,5/26/20,1,No,22,No,0,No,No,No hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,0,0,22,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/2/20,2020-04-02T14:01:58,0,5/26/20,1,No,22,No,0,No,No,No hay,Hay de manera intermitente,No hay,No hay,0,0,0,22,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/3/20,2020-04-03T13:18:06,0,5/26/20,0,No,18,No,0,No,No,No hay,Hay de manera intermitente,No hay,No hay,0,0,0,18,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/4/20,2020-04-04T14:32:27,0,5/26/20,0,No,22,No,0,No,No,No hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,0,0,22,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/5/20,2020-04-05T12:30:13,0,5/26/20,0,No,14,No,0,No,No,No hay,Hay de manera intermitente,No hay,No hay,0,0,0,14,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/6/20,2020-04-06T17:04:10,0,5/26/20,0,No,20,No,0,No,No,Hay de manera intermitente,Sí hay,Hay de manera intermitente,No hay,0,0,0,20,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/7/20,2020-04-07T16:02:10,0,5/26/20,0,No,17,No,0,No,No,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,14,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/8/20,2020-04-08T15:24:02,0,5/26/20,0,No,22,No,0,No,No,Hay de manera intermitente,Hay de manera intermitente,Hay de manera intermitente,No hay,0,0,0,22,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Uyapar,Bolívar,5/25/20,FALSE,FALSE,BOL001,4/9/20,2020-04-09T15:14:22,0,5/26/20,0,No,26,No,0,No,No,Hay de manera intermitente,Hay de manera intermitente,Hay de manera intermitente,No hay,0,0,0,26,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
